X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766305.37;6284572.16;1.26;0.52;86;10080;191.6;16.8
766305.48;6284569.46;1.37;0.52;89;10960;223.6;14.4
766305.49;6284566.52;1.37;0.49;93;10960;233.4;11.2
766305.59;6284563.75;1.35;0.53;90;10800;222.3;13.6
766305.64;6284560.94;1.33;0.68;95;10640;242.6;9.6
766305.76;6284558.06;1.32;0.51;90;10560;214.1;13.6
766305.86;6284555.23;1.22;0.42;91;9760;190.1;12.8
766305.93;6284552.36;1.21;0.57;93;9680;201.6;11.2
766305.98;6284549.59;1.36;0.56;91;10880;229.7;12.8
766306.05;6284546.81;1.27;0.44;92;10160;204;12
766306.14;6284544.13;1.43;0.57;63;11440;173.4;35.2
766306.24;6284540.51;1.12;0.49;74;8960;140.3;26.4
766306.29;6284538.39;1.34;0.52;87;10720;211;16
766306.36;6284535.49;1.3;0.48;93;10400;216.1;11.2
766306.41;6284532.68;1.16;0.51;91;9280;183.2;12.8
766303.42;6284530.7;1.19;0.58;90;9520;190.4;13.6
766301.58;6284532.83;1.06;0.53;91;8480;165.5;12.8
766301.6;6284535.58;1.19;0.51;93;9520;193.9;11.2
766301.51;6284538.3;1.23;0.45;86;9840;181.8;16.8
766301.4;6284541.26;1.22;0.54;91;9760;196.8;12.8
766301.33;6284543.95;1.26;0.47;94;10080;209.1;10.4
766301.22;6284546.77;1.13;0.51;94;9040;184.4;10.4
766301.16;6284549.54;1.18;0.52;95;9440;197.5;9.6
766301.14;6284552.5;1.35;0.57;88;10800;219.4;15.2
766301.04;6284555.35;1.21;0.5;92;9680;195.2;12
766300.98;6284558.31;1.35;0.57;87;10800;216.5;16
766300.91;6284561.07;1.28;0.47;94;10240;213.7;10.4
766300.84;6284563.86;1.4;0.57;93;11200;246.7;11.2
766300.79;6284566.49;1.52;0.57;80;12160;237.2;21.6
766300.75;6284569.67;1.26;0.62;90;10080;207.7;13.6
766300.7;6284572.38;1.12;0.56;86;8960;167;16.8
766300.64;6284575.74;1.15;0.47;80;9200;155.4;21.6
766300.61;6284578.31;1.45;0.76;93;11600;275.2;11.2
766300.5;6284581.07;1.56;0.51;94;12480;291;10.4
766300.4;6284583.7;1.18;0.51;92;9440;189.4;12
766300.29;6284586.7;1.13;0.67;94;9040;193.2;10.4
766300.22;6284589.61;1.06;0.54;96;8480;177.1;8.8
766300.17;6284592.43;1.05;0.54;89;8400;160.3;14.4
766300.1;6284595.22;1.18;0.4;81;9440;159.2;20.8
766300.02;6284598.2;1.09;0.5;88;8720;163;15.2
766299.96;6284600.47;1.32;0.59;34;10560;107;58.4
766299.86;6284603.86;1.11;0.52;77;8880;145.5;24
766299.79;6284606.58;1.1;0.51;95;8800;180.9;9.6
766299.67;6284609.34;1.19;0.49;94;9520;195.2;10.4
766299.6;6284612.04;1.36;0.68;58;10880;155.8;39.2
766299.56;6284614.71;1.3;0.5;80;10400;183.8;21.6
766299.51;6284618.21;1.28;0.51;90;10240;205.5;13.6
766299.38;6284620.7;1.45;0.52;93;11600;256.5;11.2
766299.29;6284623.45;1.25;0.59;91;10000;206.2;12.8
766299.25;6284626.17;1.22;0.68;89;9760;199.8;14.4
766299.26;6284629.59;1.03;0.79;60;8240;116.4;37.6
766299.2;6284631.75;1.49;0.61;69;11920;201.9;30.4
766299.15;6284634.16;1.18;0.62;94;9440;200.9;10.4
766299.08;6284636.56;1.33;0.47;89;10640;211.4;14.4
