X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766899.5;6284764.41;0.66;0.3;66;5280;236.2
766900.13;6284761.53;0.66;0.47;56;5280;204.4
766900.71;6284758.51;0.62;0.28;60;4960;205.8
766901.27;6284755.74;0.63;0.34;64;5040;224.4
766901.94;6284752.7;0.65;0.4;60;5200;214.9
766902.8;6284748.77;0.82;0.24;43;6560;177.9
766903.21;6284746.91;0.59;0.44;52;4720;179.8
766903.81;6284743.82;0.66;0.39;58;5280;208.8
766904.41;6284741.03;0.65;0.35;62;5200;220.6
766905.07;6284738.16;0.63;0.38;71;5040;255.4
766905.63;6284735.32;0.64;0.43;71;5120;259.3
766910.49;6284736.52;0.63;0.28;60;5040;207.3
766909.9;6284739.15;0.63;0.36;65;5040;229.3
766909.25;6284741.92;0.6;0.35;59;4800;201.6
766908.62;6284744.85;0.69;0.37;53;5520;195.5
766908.03;6284747.71;0.61;0.37;55;4880;190.1
766907.41;6284750.74;0.67;0.31;55;5360;197.1
766906.83;6284753.46;0.62;0.33;59;4960;204
766906.19;6284756.59;0.61;0.38;59;4880;204
766905.53;6284759.74;0.67;0.32;61;5360;218.9
766905.12;6284761.77;0.68;0.37;59;5440;215.3
766904.42;6284764.83;0.6;0.33;64;4800;218.9
766903.88;6284767.62;0.6;0.33;60;4800;204.4
766903.24;6284770.5;0.61;0.37;67;4880;233.9
766902.75;6284773.19;0.61;0.46;64;4880;225.7
766902.18;6284776.26;0.57;0.34;72;4560;246.2
766901.62;6284778.76;0.56;0.34;70;4480;235.8
766901;6284781.67;0.54;0.35;67;4320;221
766900.41;6284784.47;0.56;0.38;72;4480;245.7
766899.84;6284787.54;0.58;0.4;73;4640;254.8
766899.25;6284790.32;0.58;0.29;68;4640;229.3
766898.56;6284793.31;0.62;0.3;68;4960;237.2
766898.11;6284795.12;0.58;0.19;68;4640;225.7
766897.22;6284799.75;0.67;0.33;70;5360;256.5
766896.64;6284802.42;0.63;0.23;64;5040;220.2
766896.08;6284804.94;0.54;0.27;63;4320;203.3
766895.31;6284808.12;0.61;0.31;62;4880;212.6
766894.73;6284811.06;0.6;0.22;53;4800;177.6
766894.18;6284813.85;0.64;0.3;61;5120;213.3
766893.46;6284816.96;0.61;0.25;59;4880;199.5
766892.91;6284819.67;0.59;0.3;58;4720;194.8
766892.34;6284822.05;0.64;0.16;64;5120;219.4
766894.31;6284824.67;0.69;0.48;69;5520;262.8
766897.51;6284822.9;0.6;0.29;63;4800;213.7
766898.07;6284820.2;0.65;0.32;52;5200;184.7
766898.74;6284817.13;0.66;0.3;58;5280;205.8
766899.44;6284813.97;0.6;0.27;55;4800;185.2
766900.07;6284811.25;0.59;0.31;59;4720;198.5
766900.72;6284808.29;0.63;0.36;57;5040;199.5
766901.34;6284805.29;0.57;0.4;66;4560;224
766901.92;6284802.26;0.58;0.35;65;4640;220.2
766902.51;6284799.39;0.61;0.42;67;4880;236.2
766903.24;6284796.37;0.59;0.31;67;4720;227.9
766903.82;6284793.49;0.61;0.31;67;4880;231.5
766904.38;6284790.52;0.6;0.23;67;4800;226.6
766905;6284787.51;0.63;0.33;59;5040;205.5
766905.55;6284784.64;0.63;0.35;67;5040;236.7
766906.08;6284781.94;0.64;0.44;62;5120;222.3
766906.73;6284779;0.6;0.51;68;4800;242.1
766907.26;6284775.94;0.56;0.43;64;4480;215.7
766907.85;6284773.38;0.55;0.32;59;4400;192.6
766908.53;6284770.3;0.6;0.3;63;4800;214.1
766909.08;6284767.21;0.61;0.35;60;4880;206.5
766909.7;6284764.56;0.66;0.35;64;5280;230.2
766910.35;6284761.56;0.58;0.3;58;4640;193.2
766911;6284758.49;0.57;0.27;57;4560;187.6
766911.59;6284755.61;0.65;0.34;53;5200;188.5
766912.2;6284752.66;0.66;0.57;57;5280;211.8
766912.87;6284749.74;0.68;0.42;55;5440;202.6
766913.56;6284746.96;0.72;0.29;63;5760;234.8
766914.19;6284743.86;0.67;0.35;64;5360;232
766914.76;6284741.08;0.71;0.26;66;5680;244.1
766915.44;6284737.81;0.75;0.3;54;6000;205.8
766916.15;6284735.74;0.72;0.48;60;5760;230.2
766921.08;6284734.73;0.61;0.4;63;4880;219.4
766920.44;6284737.62;0.7;0.32;51;5600;188.5
766919.98;6284739.84;0.6;0.25;52;4800;175.5
766919.36;6284742.82;0.75;0.05;28;6000;125.6
766918.69;6284746.02;0.69;0.28;62;5520;224.9
766917.9;6284749.48;0.76;0.36;54;6080;209.5
766917.34;6284751.98;0.71;0.35;58;5680;215.7
766916.77;6284754.71;0.63;0.44;62;5040;220.6
766916.17;6284757.56;0.71;0.32;57;5680;211
766915.55;6284760.54;0.65;0.3;61;5200;214.9
766915.02;6284763.34;0.69;0.33;55;5520;200.9
766914.4;6284766.42;0.87;0.26;34;6960;158.8
766913.88;6284768.84;0.7;0.41;55;5600;205.5
766913.29;6284771.71;0.69;0.28;57;5520;206.2
766912.74;6284774.34;0.72;0.31;52;5760;194.5
766912.05;6284777.69;0.62;0.48;69;4960;248.8
766911.58;6284780.36;0.67;0.42;62;5360;227
766910.95;6284783.26;0.61;0.38;66;4880;230.6
766910.28;6284786.05;0.61;0.3;67;4880;231.1
766909.69;6284788.94;0.57;0.37;66;4560;223.1
766909.21;6284791.65;0.58;0.31;65;4640;218.5
766908.64;6284794.6;0.56;0.25;63;4480;205.8
766907.99;6284797.6;0.6;0.42;61;4800;211
766907.48;6284800.06;0.57;0.31;72;4560;244.7
766906.8;6284802.89;0.58;0.42;61;4640;207.7
766906.15;6284805.76;0.59;0.36;66;4720;226.2
766905.58;6284808.57;0.63;0.35;56;5040;195.8
766904.97;6284811.5;0.64;0.31;56;5120;195.8
766904.34;6284814.28;0.66;0.29;55;5280;194.8
766903.74;6284817.13;0.67;0.25;53;5360;188.5
766903.13;6284819.99;0.61;0.26;66;4880;225.7
766902.45;6284822.93;0.55;0.34;58;4400;190.1
766894.91;6284773.04;0.65;0.56;67;5200;249.4
766894.37;6284775.93;0.6;0.39;61;4800;209.9
766893.76;6284778.74;0.64;0.29;55;5120;191.9
766893.24;6284781.54;0.64;0.29;60;5120;209.1
766892.7;6284784.41;0.61;0.3;59;4880;201.2
766892.04;6284787.27;0.59;0.27;63;4720;211.4
766891.47;6284790.01;0.59;0.3;59;4720;198.1
766890.7;6284793.32;0.71;0.3;48;5680;179.8
766890.12;6284796.15;0.72;0.28;54;5760;200.5
766889.51;6284799.1;0.54;0.36;48;4320;159
766888.89;6284801.83;0.7;0.24;52;5600;189.4
766888.16;6284804.96;0.61;0.26;50;4880;171.1
766887.58;6284807.67;0.63;0.21;59;5040;201.2
766887.01;6284810.81;0.69;0.27;52;5520;188.8
766886.4;6284813.94;0.66;0.29;50;5280;178.7
766885.74;6284816.83;0.68;0.42;62;5440;228.8
766885.25;6284819.56;0.66;0.26;65;5280;230.6
766884.77;6284821.86;0.68;0.44;65;5440;241.6
766889.76;6284822.49;0.63;0.32;68;5040;239.6
766890.07;6284820.98;0.57;0.33;49;4560;164.8
766891.05;6284816.99;0.6;0.34;62;4800;211.8
766891.64;6284814.16;0.6;0.26;57;4800;191.6
766892.3;6284811.07;0.61;0.24;59;4880;199.1
766892.89;6284808.16;0.66;0.25;60;5280;211
766893.43;6284805.24;0.58;0.31;60;4640;200.5
766894.09;6284802.3;0.6;0.22;55;4800;183.8
766894.72;6284799.26;0.6;0.31;54;4800;183.5
766895.38;6284796.43;0.68;0.27;53;5440;190.7
766895.99;6284793.31;0.61;0.26;58;4880;196.5
766896.56;6284790.44;0.6;0.32;63;4800;214.9
766897.21;6284787.64;0.58;0.32;64;4640;215.3
766897.82;6284784.6;0.59;0.34;63;4720;213.7
766898.43;6284781.84;0.64;0.39;62;5120;220.6
766899.09;6284778.89;0.62;0.33;68;4960;238.2
766899.66;6284776.07;0.62;0.37;71;4960;252.6
766900.31;6284773.21;0.66;0.3;71;5280;257.6
766900.84;6284770.41;0.6;0.41;65;4800;225.7
766901.34;6284767.9;0.65;0.39;65;5200;233.9
766902;6284764.7;0.64;0.39;66;5120;236.2
766902.6;6284761.92;0.72;0.3;70;5760;265.2
766903.19;6284758.83;0.7;0.39;70;5600;265.2
766903.66;6284756.49;0.73;0.56;48;5840;191
766904.38;6284753.28;0.7;0.5;57;5600;215.7
766904.97;6284750.42;0.62;0.38;63;4960;220.6
766905.67;6284747.35;0.66;0.32;64;5280;229.3
766906.44;6284743.46;0.82;0.65;50;6560;215.3
766906.84;6284741.62;0.57;0.36;67;4560;226.6
766907.49;6284738.73;0.73;0.5;60;5840;232.9
766907.9;6284736.75;0.7;0.23;67;5600;245.2
766912.95;6284736.95;0.57;0.49;65;4560;223.6
766912.37;6284739.58;0.61;0.3;65;4880;223.6
766911.67;6284742.58;0.62;0.31;64;4960;221.4
766911.12;6284745.14;0.64;0.38;60;5120;212.6
766910.52;6284748.04;0.68;0.31;58;5440;209.1
766909.83;6284751.42;0.68;0.28;61;5440;219.4
766909.27;6284754.03;0.66;0.48;59;5280;215.7
766908.7;6284756.79;0.67;0.38;56;5360;203
766908.07;6284759.75;0.68;0.47;65;5440;243.1
766907.56;6284762.29;0.7;0.39;63;5600;235.3
766907.02;6284764.54;0.74;0.41;59;5920;227
766906.3;6284768.21;0.15;0.07;56;1200;128.2
766905.53;6284771.89;0.79;0.3;56;6320;219.8
766905.18;6284773.77;0.65;0.46;66;5200;241.1
766904.67;6284776.55;0.6;0.4;71;4800;250.4
766904.03;6284779.47;0.61;0.37;71;4880;251
766903.41;6284782.34;0.61;0.34;73;4880;258.2
766902.84;6284785.06;0.57;0.41;77;4560;271.4
766902.3;6284787.99;0.65;0.38;70;5200;254.8
766901.68;6284790.9;0.59;0.31;73;4720;253.1
766901.01;6284793.79;0.53;0.33;74;4240;246.7
766900.34;6284796.83;0.56;0.35;52;4480;172.9
766899.87;6284799.31;0.65;0.3;54;5200;190.4
766899.3;6284802.03;0.75;0.29;50;6000;191.6
766898.42;6284805.89;0.68;0.3;49;5440;178.7
766897.82;6284808.34;0.66;0.24;53;5280;186.7
766897.12;6284811.9;0.64;0.31;53;5120;186.1
766896.64;6284814.31;0.63;0.27;56;5040;193.2
766895.98;6284817.16;0.63;0.28;62;5040;214.5
766895.37;6284820.17;0.62;0.37;61;4960;212.6
766894.86;6284822.27;0.65;0.24;58;5200;201.9
766896.6;6284825.14;0.37;0.37;65;2960;187.3
766899.92;6284823.49;0.63;0.17;60;5040;203.3
766900.54;6284820.6;0.61;0.23;55;4880;185.5
766901.21;6284817.51;0.6;0.22;59;4800;197.1
766901.86;6284814.6;0.6;0.32;53;4800;180.7
766902.54;6284811.67;0.61;0.23;64;4880;216.9
766903.16;6284808.87;0.66;0.25;57;5280;200.5
766903.77;6284806.02;0.6;0.32;67;4800;230.2
766904.32;6284802.98;0.6;0.26;66;4800;224
766905.04;6284799.57;0.63;0.26;69;5040;241.6
766905.68;6284796.91;0.6;0.28;71;4800;245.2
766906.33;6284793.72;0.7;0.21;62;5600;224
766906.83;6284791.04;0.66;0.32;59;5280;209.9
766907.43;6284788.1;0.59;0.37;64;4720;218.5
766908.02;6284785.02;0.58;0.37;63;4640;213.3
766908.59;6284782.06;0.6;0.42;62;4800;214.9
766909.2;6284779.38;0.62;0.46;67;4960;239.6
766909.68;6284776.6;0.69;0.45;55;5520;205.1
766910.35;6284773.53;0.6;0.35;64;4800;219.8
766910.94;6284770.85;0.68;0.27;65;5440;234.8
766911.51;6284767.78;0.09;0.08;59;720;129.1
766912.3;6284764.41;0.7;0.32;55;5600;202.3
766913;6284761.24;0.93;0.06;20;7440;126
766913.71;6284757.69;0.71;0.17;32;5680;133.2
766914.05;6284756.01;0.66;0.3;60;5280;213
766914.61;6284753.3;0.64;0.32;58;5120;203.3
766915.29;6284750.39;0.77;0.35;49;6160;193.5
766916.1;6284746.78;0.69;0.38;56;5520;206.2
766916.65;6284744.33;0.7;0.37;48;5600;180.7
766917.33;6284741.04;0.63;0.41;61;5040;215.7
766917.87;6284738.37;0.63;0.45;56;5040;199.1
766920.33;6284735.33;0.61;0.41;77;4880;280.5
766923.58;6284734.99;0.64;0.25;70;5120;247.2
766922.89;6284738.26;0.68;0.24;71;5440;259.3
766922.34;6284740.81;0.68;0.39;75;5440;284.6
766921.76;6284743.61;0.64;0.25;79;5120;288.9
766921.11;6284746.64;0.71;0.22;76;5680;288.1
766920.39;6284749.77;0.69;0.36;64;5520;236.2
766919.79;6284752.46;0.63;0.39;77;5040;283.9
766919.2;6284755.28;0.65;0.26;66;5200;232.9
766918.62;6284758.08;0.62;0.28;65;4960;224.4
766918.08;6284760.89;0.71;0.41;66;5680;250.4
766917.48;6284763.88;0.67;0.54;67;5360;252.6
766916.92;6284766.5;0.66;0.34;64;5280;229.7
766916.28;6284769.61;0.66;0.3;61;5280;216.5
766915.75;6284772.15;0.65;0.4;68;5200;246.7
766915.08;6284775.41;0.65;0.23;68;5200;240.1
766914.53;6284778.09;0.64;0.26;63;5120;219.4
766914.04;6284780.86;0.64;0.41;67;5120;241.1
766913.39;6284783.8;0.61;0.3;71;4880;247.8
766912.72;6284786.57;0.65;0.25;65;5200;228.4
766912.14;6284789.44;0.6;0.37;65;4800;224.4
766911.62;6284792.35;0.57;0.26;66;4560;218.9
766911.07;6284795.21;0.59;0.22;63;4720;209.5
766910.47;6284797.95;0.58;0.28;68;4640;229.3
766909.93;6284800.6;0.6;0.29;68;4800;232.9
766909.27;6284803.31;0.59;0.38;68;4720;234.8
766908.61;6284806.2;0.57;0.34;73;4560;250.4
766908;6284809.25;0.61;0.24;69;4880;237.2
766907.4;6284812.11;0.68;0.26;54;5440;193.5
766906.73;6284815.01;0.66;0.23;54;5280;189.8
766906.15;6284817.84;0.66;0.27;58;5280;204.7
766905.54;6284820.68;0.64;0.41;57;5120;203
766904.89;6284823.48;0.58;0.37;61;4640;206.2
