X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766309.58;6284627.02;0.18;0.15;29;1440;60.7;49.2
766309.53;6284630.12;0.17;0.08;25;1360;56.9;50.8
766309.38;6284633.21;0.17;0.08;27;1360;52.9;54
766309.39;6284636.53;0.21;0.06;28;1680;55.7;52.4
766309.27;6284639.22;0.15;0.09;26;1200;55.5;51.6
766309.24;6284641.08;0.23;0.12;18;1840;56.5;53.2
766304.35;6284636.54;0.16;0.24;24;1280;49;59.6
766304.4;6284634.25;0.17;0.26;13;1360;55.3;54.8
766304.47;6284631.38;0.15;0.1;17;1200;42.4;63.6
766304.58;6284628.09;0.14;0.31;19;1120;48.7;60.4
766304.62;6284625.25;0.19;0.22;20;1520;50.4;58.8
766304.68;6284622.91;0.17;0.21;31;1360;50.5;58
766304.76;6284619.15;0.1;0.21;33;800;59.3;49.2
766304.8;6284616.85;0.12;0.08;26;960;59.5;47.6
766304.93;6284614.34;0.12;0.14;24;960;53.5;53.2
766304.98;6284611.18;0.18;0.1;34;1440;52.6;54.8
766305.06;6284607.77;0.13;0.06;26;1040;60.5;46.8
766305.15;6284604.68;0.16;0.1;25;1280;54;53.2
766305.2;6284601.61;0.17;0.1;20;1360;53.3;54
766305.24;6284598.69;0.16;0.3;25;1280;51.8;58
766305.34;6284595.96;0.19;0.1;27;1520;53.9;54
766305.41;6284592.97;0.12;0.07;23;960;53.2;52.4
766305.48;6284590.65;0.17;0.09;25;1360;51.2;55.6
766305.56;6284586.84;0.15;0.09;22;1200;52.5;54
766305.63;6284584.44;0.14;0.18;23;1120;51;56.4
766305.67;6284581;0.18;0.08;33;1440;51.3;55.6
766305.68;6284578.6;0.15;0.1;29;1200;60.9;47.6
766305.84;6284575.23;0.17;0.1;23;1360;57.3;50.8
766305.91;6284572.61;0.13;0.12;25;1040;50.6;55.6
766305.99;6284569.68;0.14;0.11;25;1120;52.6;54
766306.02;6284566.21;0.16;0.07;25;1280;52.5;54
766306.09;6284563.9;0.14;0.11;25;1120;52.6;54
766306.25;6284560.57;0.21;0.09;18;1680;54.3;54
766306.35;6284557.79;0.22;0.14;26;1760;48.9;59.6
766306.46;6284554.63;0.18;0.12;28;1440;54.9;53.2
766306.56;6284551.77;0.16;0.07;26;1280;55.4;51.6
766306.64;6284548.67;0.15;0.09;26;1200;53.5;53.2
766306.64;6284546.13;0.18;0.06;16;1440;53.8;53.2
766306.71;6284542.18;0.34;0.14;29;2720;29.9;86.8
766306.77;6284539.77;0.17;0.21;24;1360;59.5;50.8
766306.89;6284536.4;0.24;0.18;23;1920;55.9;54.8
766306.98;6284533.89;0.15;0.18;32;1200;52.2;55.6
766305.83;6284531.02;0.2;0.13;27;1600;62.1;48.4
766301.93;6284531.75;0.26;0.08;24;2080;57.6;52.4
766301.93;6284534.6;0.19;0.13;28;1520;53.5;54.8
766301.81;6284537.6;0.2;0.16;26;1600;58.4;51.6
766301.68;6284540.67;0.21;0.12;29;1680;55.8;53.2
766301.67;6284543.33;0.2;0.14;35;1600;59;50.8
766301.6;6284546.33;0.18;0.1;34;1440;64.2;46
766301.45;6284549.18;0.17;0.08;33;1360;62.3;46.8
766301.39;6284551.94;0.2;0.1;26;1600;62.6;47.6
766301.31;6284554.97;0.18;0.13;28;1440;55.1;53.2
766301.2;6284557.7;0.17;0.13;29;1360;56.8;51.6
766301.13;6284560.95;0.17;0.13;28;1360;57.9;50.8
766301.04;6284563.8;0.16;0.1;20;1280;55.9;51.6
766301.04;6284566.26;0.2;0.07;18;1600;49;58
766301.09;6284570.13;0.18;0.15;23;1440;48;59.6
766301;6284572.39;0.18;0.07;19;1440;51.2;55.6
766300.88;6284575.53;0.18;0.11;19;1440;48.2;58.8
766300.84;6284578.39;0.17;0.12;30;1360;48.1;58.8
766300.79;6284580.94;0.19;0.14;26;1520;59.8;50
766300.71;6284583.61;0.17;0.11;27;1360;54.4;53.2
766300.58;6284586.82;0.15;0.09;33;1200;54.5;52.4
766300.47;6284589.92;0.17;0.11;25;1360;61.8;47.6
766300.42;6284592.74;0.22;0.11;17;1760;55;54
766300.36;6284595.74;0.25;0.22;23;2000;50.2;60.4
766300.31;6284598.74;0.18;0.14;17;1440;52.4;55.6
766300.23;6284601.51;0.4;0.25;16;3200;32.8;87.6
766300.1;6284604.4;0.15;0.1;26;1200;44.8;61.2
766300.03;6284607.41;0.18;0.09;32;1440;54.4;53.2
766299.96;6284610.24;0.18;0.07;13;1440;60.2;48.4
766299.84;6284613.32;0.18;0.17;10;1440;44.2;63.6
766299.65;6284615.5;0.18;0.09;26;1440;40.7;66
766299.63;6284619.19;0.2;0.06;24;1600;54.4;53.2
766299.55;6284622.02;0.19;0.3;21;1520;56.6;54.8
766299.52;6284625.44;0.2;0.26;10;1600;53.2;57.2
766299.46;6284627.53;0.17;0.32;31;1360;43.8;66
766299.46;6284631.11;0.2;0.19;22;1600;62.2;49.2
766299.36;6284633.89;0.15;0.19;22;1200;51.5;56.4
766299.27;6284636.79;0.17;0.28;23;1360;53.7;56.4
766294.25;6284635.99;0.11;0.37;13;880;54.5;55.6
766294.3;6284633.26;0.18;0.33;15;1440;46.7;63.6
766294.41;6284630.39;0.21;0.21;18;1680;47.2;62
766294.45;6284627.8;0.19;0.23;20;1520;49.6;59.6
766294.52;6284624.7;0.21;0.22;20;1680;51.8;58
766294.64;6284621.69;0.2;0.23;25;1600;51.7;58
766294.65;6284618.68;0.21;0.17;25;1680;55.8;54
766294.67;6284616.14;0.27;0.18;17;2160;57.8;54
766294.83;6284612.77;0.18;0.22;13;1440;48.3;60.4
766294.91;6284609.97;0.19;0.25;24;1520;45.7;63.6
766294.98;6284606.64;0.18;0.26;29;1440;55.6;54.8
766295.03;6284603.82;0.19;0.09;25;1520;57.7;50.8
766295.15;6284601.13;0.23;0.12;20;1840;55.4;54
766295.27;6284598.02;0.17;0.26;30;1360;51.4;58
766295.29;6284595.19;0.23;0.21;20;1840;62.6;50
766295.34;6284592.07;0.22;0.19;22;1760;51.6;58
766295.38;6284589.29;0.18;0.2;22;1440;52.5;56.4
766295.46;6284586.29;0.2;0.17;16;1600;52.5;56.4
766295.55;6284583.06;0.16;0.25;20;1280;47.4;61.2
766295.64;6284580.26;0.19;0.14;13;1520;49.9;58
766295.63;6284577.65;0.16;0.49;18;1280;48.7;63.6
766295.73;6284574.02;0.2;0.21;22;1600;49.6;59.6
766295.75;6284571.29;0.16;0.15;13;1280;51.1;56.4
766295.78;6284568.72;0.19;0.29;17;1520;46.3;63.6
766295.92;6284565.61;0.19;0.27;29;1520;49.4;60.4
766295.99;6284562.47;0.16;0.17;24;1280;58.3;50.8
766296.05;6284559.44;0.19;0.18;25;1520;54.4;54.8
766296.12;6284556.33;0.21;0.16;27;1680;55.6;54
766296.18;6284553.56;0.17;0.17;29;1360;56.6;52.4
766296.29;6284550.32;0.2;0.13;26;1600;58.8;50.8
766296.33;6284547.55;0.13;0.19;22;1040;54.7;53.2
766296.39;6284544.6;0.18;0.17;24;1440;52;56.4
766296.44;6284541.56;0.2;0.13;24;1600;53.7;54.8
766296.5;6284538.57;0.2;0.17;26;1600;54.5;54.8
766296.66;6284535.68;0.2;0.17;33;1600;56.5;53.2
766296.74;6284532.75;0.15;0.22;;1200;63.4;47.6
