X-Lamb;Y-Lamb;Hauteur;Epaisseur;TFI;LWAl
766686.96;6284814.43;0.52;0.06;0.77;4160
766691.13;6284812.17;0.51;0.07;0.68;4080
766693.06;6284811.11;0.37;0.26;0.58;2960
766696.13;6284809.5;0.5;0.14;0.74;4000
766698.26;6284808.41;0.47;0.16;0.74;3760
766700.95;6284806.94;0.48;0.13;0.86;3840
766704.66;6284805.01;0.52;0.17;0.82;4160
766706.66;6284803.89;0.43;0.11;0.76;3440
766709.49;6284802.47;0.53;0.15;0.71;4240
766712.11;6284800.95;0.43;0.2;0.66;3440
766714.49;6284799.62;0.44;0.14;0.83;3520
766717.13;6284798.21;0.48;0.19;0.67;3840
766720.28;6284796.58;0.49;0.12;0.65;3920
766722.57;6284795.41;0.54;0.16;0.75;4320
766725.68;6284793.78;0.49;0.13;0.71;3920
766727.57;6284792.78;0.48;0.11;0.76;3840
766730.84;6284791.1;0.46;0.12;0.79;3680
766732.94;6284789.97;0.41;0.19;0.72;3280
766736.07;6284788.27;0.44;0.13;0.85;3520
766738.95;6284786.69;0.47;0.13;0.72;3760
766741.16;6284785.56;0.49;0.11;0.63;3920
766744.38;6284783.8;0.45;0.22;0.84;3600
766746.94;6284782.43;0.39;0.47;0.75;3120
766749.31;6284781.15;0.45;0.55;0.71;3600
766752.17;6284779.6;0.46;0.42;0.7;3680
766755.11;6284778.06;0.42;0.09;0.59;3360
766757.23;6284776.93;0.46;0.11;0.87;3680
766759.02;6284775.95;0.36;0.14;0.8;2880
766762.85;6284774.04;0.43;0.12;0.95;3440
766766.17;6284772.29;0.5;0.16;0.73;4000
766768.4;6284771.11;0.43;0.2;0.84;3440
766771.44;6284769.46;0.44;0.15;0.76;3520
766774.46;6284767.88;0.46;0.47;0.75;3680
766777.09;6284766.46;0.37;0.52;0.6;2960
766780.06;6284764.84;0.51;0.22;0.61;4080
766781.73;6284763.94;0.4;0.11;0.86;3200
766784.26;6284762.66;0.49;0.18;0.77;3920
766787.76;6284760.91;0.52;0.14;0.57;4160
766789.86;6284759.81;0.44;0.15;0.83;3520
766793.25;6284758;0.49;0.15;0.77;3920
766796.19;6284756.47;0.46;0.14;0.85;3680
766798.49;6284755.25;0.51;0.13;0.85;4080
766801;6284754.05;0.43;0.21;1;3440
766801.56;6284753.67;0.35;0.15;1;2800
766801.58;6284753.66;0.28;0.16;1;2240
766801.58;6284753.66;0.28;0.16;1;2240
766801.58;6284753.66;0.28;0.16;1;2240
766801.58;6284753.66;0.28;0.15;1;2240
766801.57;6284753.65;0.27;0.16;1;2160
766801.63;6284753.6;0.23;0.09;0.97;1840
766793.08;6284752.41;0.25;0.27;0.54;2000
766789.74;6284754.07;0.48;0.17;0.68;3840
766786.75;6284755.74;0.43;0.16;0.62;3440
766784.09;6284757.11;0.47;0.45;0.59;3760
766782.04;6284758.28;0.52;0.34;0.61;4160
766779.4;6284759.7;0.45;0.44;0.56;3600
766776.6;6284761.13;0.47;0.14;0.83;3760
766774.38;6284762.21;0.39;0.19;0.82;3120
766772.39;6284763.34;0.52;0.19;0.57;4160
766768.69;6284765.25;0.5;0.16;0.7;4000
766766.86;6284766.23;0.37;0.35;0.72;2960
766763.88;6284767.78;0.54;0.15;0.71;4320
766761.73;6284768.92;0.46;0.2;0.74;3680
766758.85;6284770.48;0.48;0.28;0.58;3840
766755.67;6284772.1;0.42;0.19;0.72;3360
766754.17;6284772.92;0.47;0.14;0.68;3760
766751.1;6284774.55;0.5;0.21;0.64;4000
766748.85;6284775.75;0.38;0.21;0.69;3040
766746.67;6284776.93;0.42;0.4;0.64;3360
766744;6284778.35;0.31;0.17;0.67;2480
766741.24;6284779.81;0.49;0.15;0.71;3920
766738.32;6284781.46;0.49;0.18;0.64;3920
766735.58;6284782.85;0.42;0.15;0.78;3360
766732.88;6284784.27;0.51;0.16;0.66;4080
766730.34;6284785.52;0.42;0.11;0.8;3360
766728.1;6284786.65;0.45;0.09;0.73;3600
766724.54;6284788.55;0.46;0.12;0.89;3680
766721.87;6284789.9;0.36;0.21;0.74;2880
766719.81;6284791.14;0.46;0.11;0.83;3680
766716.96;6284792.72;0.48;0.18;0.66;3840
766714.55;6284793.89;0.56;0.15;0.63;4480
766711.5;6284795.44;0.37;0.17;0.62;2960
766709.42;6284796.68;0.47;0.23;0.82;3760
766706.38;6284798.32;0.5;0.11;0.74;4000
766704.75;6284799.22;0.41;0.22;0.71;3280
766701.74;6284800.82;0.49;0.16;0.72;3920
766699.62;6284801.86;0.35;0.3;0.54;2800
766696.7;6284803.37;0.52;0.12;0.74;4160
766694.52;6284804.55;0.55;0.26;0.55;4400
766691.5;6284806.13;0.44;0.25;0.6;3520
766688.8;6284807.63;0.51;0.08;0.66;4080
766686.72;6284808.72;0.42;0.22;0.65;3360
766683.95;6284810.11;0.53;0.16;0.68;4240
766681.33;6284811.54;0.47;0.17;0.73;3760
766679.76;6284812.36;0.55;0.08;0.57;4400
766676.27;6284814.29;0.5;0.16;0.72;4000
766673.5;6284815.68;0.37;0.12;0.86;2960
766671.33;6284816.9;0.5;0.18;0.75;4000
766669.08;6284818.13;0.44;0.27;0.64;3520
766666.58;6284819.36;0.54;0.15;0.61;4320
766662.73;6284821.34;0.55;0.12;0.63;4400
766661.62;6284822;0.34;0.19;0.57;2720
766658.39;6284823.76;0.56;0.19;0.71;4480
766656.24;6284824.91;0.4;0.23;0.62;3200
766653.22;6284826.41;0.49;0.12;0.66;3920
766650.92;6284827.44;0.4;0.16;0.68;3200
766648.7;6284828.75;0.45;0.26;0.76;3600
766647.09;6284823.96;0.56;0.13;0.56;4480
766649.14;6284822.8;0.45;0.19;0.74;3600
766651.38;6284821.6;0.52;0.09;0.78;4160
766655.09;6284819.7;0.49;0.14;0.72;3920
766656.8;6284818.74;0.48;0.18;0.79;3840
766659.84;6284817.16;0.5;0.13;0.76;4000
766662.41;6284815.77;0.47;0.18;0.67;3760
766664.64;6284814.58;0.5;0.12;0.78;4000
766668.08;6284812.77;0.45;0.18;0.8;3600
766670.07;6284811.79;0.43;0.1;0.87;3440
766673.16;6284810.11;0.51;0.1;0.76;4080
766675.83;6284808.82;0.49;0.17;0.71;3920
766677.9;6284807.71;0.53;0.19;0.74;4240
766680.22;6284806.49;0.53;0.16;0.53;4240
766683.04;6284804.99;0.5;0.11;0.81;4000
766686.62;6284803.12;0.54;0.18;0.68;4320
766688.29;6284802.24;0.2;0.19;0.54;1600
766691.4;6284800.6;0.48;0.2;0.77;3840
766694.99;6284798.77;0.47;0.29;0.69;3760
766697.03;6284797.59;0.47;0.24;0.59;3760
766699.16;6284796.47;0.53;0.22;0.76;4240
766701.75;6284795.12;0.43;0.15;0.8;3440
766704.15;6284793.86;0.51;0.29;0.73;4080
766706.71;6284792.42;0.34;0.21;0.69;2720
766709.15;6284791.13;0.53;0.12;0.76;4240
766712.2;6284789.49;0.55;0.15;0.6;4400
766715.08;6284788.04;0.48;0.26;0.69;3840
766717.22;6284786.87;0.47;0.22;0.71;3760
766719.72;6284785.54;0.39;0.2;0.75;3120
766722.22;6284784.18;0.5;0.23;0.67;4000
766725.38;6284782.61;0.46;0.14;0.73;3680
766727.54;6284781.53;0.53;0.2;0.65;4240
766730.43;6284779.95;0.56;0.27;0.7;4480
766733.2;6284778.49;0.51;0.25;0.67;4080
766735.91;6284776.98;0.6;0.32;0.53;4800
766737.63;6284776.07;0.43;0.23;0.61;3440
766740.27;6284774.65;0.51;0.16;0.65;4080
766743.76;6284772.96;0.5;0.22;0.78;4000
766745.99;6284771.74;0.44;0.11;0.74;3520
766748.48;6284770.39;0.49;0.25;0.73;3920
766750.99;6284768.99;0.45;0.58;0.68;3600
766753.22;6284767.79;0.52;0.09;0.56;4160
766757.29;6284765.64;0.49;0.16;0.72;3920
766759.52;6284764.46;0.41;0.26;0.69;3280
766762.16;6284763.07;0.44;0.12;0.64;3520
766764.75;6284761.71;0.41;0.15;0.71;3280
766767.42;6284760.32;0.43;0.21;0.76;3440
766770.2;6284758.8;0.42;0.18;0.78;3360
766772.97;6284757.33;0.45;0.16;0.69;3600
766775.1;6284756.1;0.54;0.38;0.65;4320
766778.01;6284754.75;0.47;0.26;0.62;3760
766779.99;6284753.69;0.44;0.12;0.76;3520
766783.03;6284752.06;0.4;0.17;0.77;3200
766785.1;6284751.06;0.3;0.21;0.98;2400
766777.64;6284749.6;0.41;0.23;0.76;3280
766774.9;6284750.6;0.49;0.23;0.6;3920
766772.37;6284752.05;0.45;0.18;0.66;3600
766769.36;6284753.65;0.36;0.17;0.71;2880
766767.04;6284754.95;0.42;0.18;0.73;3360
766763.47;6284756.81;0.51;0.19;0.66;4080
766760.94;6284758.02;0.27;0.37;0.38;2160
766758.93;6284759.15;0.47;0.17;0.78;3760
766756.31;6284760.56;0.41;0.13;0.8;3280
766754.66;6284761.34;0.5;0.05;0.46;4000
766750.93;6284763.39;0.48;0.17;0.79;3840
766748.15;6284764.84;0.42;0.2;0.7;3360
766745.69;6284766.12;0.46;0.11;0.71;3680
766743.01;6284767.6;0.47;0.19;0.69;3760
766740.76;6284768.77;0.56;0.13;0.67;4480
766737.4;6284770.5;0.5;0.18;0.7;4000
766734.35;6284772.13;0.45;0.16;0.79;3600
766732.27;6284773.22;0.44;0.15;0.75;3520
766729.95;6284774.5;0.47;0.2;0.65;3760
766727.06;6284776.08;0.51;0.14;0.72;4080
766725.01;6284777.09;0.48;0.18;0.68;3840
766722.8;6284778.23;0.5;0.18;0.71;4000
766719.95;6284779.77;0.48;0.13;0.73;3840
766717.73;6284780.92;0.46;0.21;0.7;3680
766715.7;6284781.96;0.52;0.15;0.73;4160
766713.33;6284783.19;0.41;0.19;0.5;3280
766710.32;6284784.88;0.5;0.14;0.73;4000
766708.5;6284785.94;0.43;0.17;0.86;3440
766705.77;6284787.29;0.47;0.14;0.78;3760
766703.5;6284788.51;0.52;0.15;0.63;4160
766701.45;6284789.62;0.51;0.12;0.77;4080
766697.82;6284791.4;0.56;0.2;0.64;4480
766696.12;6284792.43;0.46;0.29;0.67;3680
766692.79;6284794.11;0.51;0.1;0.74;4080
766689.99;6284795.5;0.46;0.31;0.7;3680
766688.22;6284796.49;0.5;0.12;0.64;4000
766684.96;6284798.25;0.49;0.15;0.79;3920
766682.8;6284799.35;0.53;0.13;0.65;4240
766680.25;6284800.72;0.47;0.12;0.76;3760
766676.93;6284802.43;0.44;0.12;0.81;3520
766675.19;6284803.31;0.56;0.13;0.65;4480
766671.66;6284805.17;0.52;0.11;0.75;4160
766669.71;6284806.22;0.5;0.14;0.71;4000
766666.52;6284807.9;0.49;0.12;0.76;3920
766663.92;6284809.25;0.47;0.13;0.88;3760
766661.33;6284810.57;0.5;0.12;0.71;4000
766658.72;6284811.99;0.43;0.17;0.77;3440
766656.09;6284813.35;0.47;0.17;0.86;3760
766653.3;6284814.81;0.47;0.13;0.79;3760
766651.41;6284815.81;0.42;0.19;0.85;3360
766648.66;6284817.34;0.5;0.13;0.78;4000
766646.1;6284818.66;0.4;0.16;0.7;3200
766644.09;6284819.6;0.47;0.13;0.72;3760
766642.12;6284814.99;0.42;0.13;0.78;3360
766644.28;6284813.87;0.35;0.18;0.76;2800
766646.99;6284812.57;0.47;0.22;0.54;3760
766649.64;6284811.16;0.46;0.34;0.71;3680
766652.68;6284809.7;0.58;0.14;0.58;4640
766655.3;6284808.21;0.54;0.15;0.72;4320
766658.09;6284806.69;0.44;0.39;0.67;3520
766660.38;6284805.52;0.39;0.18;0.79;3120
766663.1;6284804.12;0.33;0.13;0.74;2640
766665.14;6284803.07;0.39;0.13;0.84;3120
766668.41;6284801.23;0.45;0.15;0.79;3600
766670.93;6284799.96;0.42;0.13;0.84;3360
766673.31;6284798.7;0.48;0.46;0.79;3840
766676.06;6284797.27;0.49;0.51;0.75;3920
766678.1;6284796.16;0.49;0.19;0.72;3920
766680.94;6284794.58;0.43;0.67;0.69;3440
766682.82;6284793.57;0.47;0.15;0.85;3760
766686.27;6284791.78;0.49;0.22;0.81;3920
766688.86;6284790.46;0.36;0.11;0.81;2880
766691.29;6284789.23;0.51;0.15;0.78;4080
766694.9;6284787.34;0.29;0.27;0.43;2320
766696.04;6284786.72;0.5;0.12;0.73;4000
766699.32;6284784.99;0.46;0.13;0.79;3680
766702.21;6284783.48;0.4;0.15;0.78;3200
766704.59;6284782.26;0.45;0.11;0.85;3600
766707.16;6284780.81;0.43;0.2;0.7;3440
766709.53;6284779.61;0.46;0.16;0.77;3680
766712.61;6284777.99;0.45;0.22;0.86;3600
766715.6;6284776.33;0.51;0.12;0.65;4080
766717.98;6284775.06;0.47;0.16;0.73;3760
766720.6;6284773.7;0.49;0.14;0.65;3920
766722.59;6284772.56;0.44;0.12;0.83;3520
766726.02;6284770.81;0.45;0.14;0.77;3600
766727.71;6284769.85;0.47;0.14;0.74;3760
766730.89;6284768.22;0.53;0.32;0.62;4240
766734;6284766.44;0.48;0.16;0.62;3840
766736.52;6284765.31;0.47;0.14;0.74;3760
766739.3;6284763.85;0.48;0.14;0.74;3840
766742.46;6284762.16;0.45;0.12;0.77;3600
766744.55;6284761;0.49;0.14;0.68;3920
766746.73;6284759.73;0.45;0.24;0.62;3600
766749.9;6284758.03;0.42;0.52;0.57;3360
766752.6;6284756.75;0.45;0.14;0.74;3600
766754.85;6284755.49;0.46;0.15;0.74;3680
766757.69;6284754.09;0.52;0.21;0.69;4160
766760.33;6284752.78;0.45;0.19;0.77;3600
766762.82;6284751.53;0.51;0.2;0.82;4080
766766.21;6284749.62;0.6;0.25;0.74;4800
766768.59;6284748.27;0.38;0.38;0.78;3040
