X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer;Pourcentage du taux de recuperation
766306.91;6284551.45;0.74;0.34;54;5920;66.7;30.4
766307.03;6284548.46;0.74;0.36;56;5920;69.6;28.8
766307.06;6284546.16;0.75;0.34;36;6000;48.4;44.8
766307.17;6284542.14;0.91;0.59;3;7280;35.8;71.2
766307.21;6284540.23;0.76;0.37;57;6080;71.9;28
766307.3;6284536.98;0.74;0.38;60;5920;75.3;25.6
766307.39;6284534.21;0.71;0.34;53;5680;64.4;31.2
766307.41;6284532.1;0.79;0.39;55;6320;71;29.6
766302.35;6284531.82;0.9;0.49;65;7200;93.4;21.6
766302.36;6284534.72;0.84;0.8;54;6720;82.4;30.4
766302.35;6284537.22;0.86;0.88;51;6880;81.1;32.8
766302.21;6284540.13;0.81;0.42;50;6480;66.2;33.6
766302.07;6284543.05;0.83;0.36;62;6640;81.5;24
766302;6284545.89;0.82;0.35;62;6560;80.8;24
766301.94;6284548.87;0.84;0.42;57;6720;76.4;28
766301.9;6284551.49;0.83;0.37;55;6640;72;29.6
766301.85;6284554.35;0.81;0.38;51;6480;66.5;32.8
766301.79;6284557.34;0.81;0.33;53;6480;67.8;31.2
766301.71;6284560.55;0.75;0.35;50;6000;62.6;33.6
766301.57;6284563.14;0.79;0.32;55;6320;69.3;29.6
766301.53;6284565.86;0.81;0.37;55;6480;71.3;29.6
766301.58;6284569.56;0.94;0.4;25;7520;45;53.6
766301.47;6284571.64;0.86;0.43;52;6880;70.8;32
766301.41;6284573.83;0.85;0.4;37;6800;53.2;44
766301.33;6284576.96;0.85;0.89;51;6800;80.9;32.8
766301.3;6284580.42;0.76;0.36;60;6080;75.6;25.6
766301.14;6284583.03;0.8;0.4;62;6400;81.3;24
766301.13;6284585.66;0.81;0.34;55;6480;70.5;29.6
766300.95;6284588.89;0.83;0.45;53;6640;71.4;31.2
766300.91;6284591.43;0.83;0.32;57;6640;73.4;28
766300.83;6284594.8;0.82;0.46;48;6560;65.1;35.2
766300.82;6284597.39;0.82;0.8;46;6560;70.5;36.8
766300.72;6284599.89;0.82;0.35;55;6560;71.2;29.6
766300.67;6284603.52;0.82;0.46;15;6560;35.9;61.6
766300.6;6284606.24;0.84;0.31;55;6720;71;29.6
766300.47;6284608.76;0.75;0.38;62;6000;78.5;24
766300.49;6284611.24;0.85;0.43;49;6800;66.7;34.4
766300.41;6284615.39;0.81;0.42;51;6480;67.5;32.8
766300.27;6284617.84;0.83;0.41;27;6640;44.1;52
766300.21;6284620.26;0.74;0.43;61;5920;78;24.8
766300.06;6284623.01;0.8;0.49;57;6400;76.6;28
766300.03;6284626.36;0.78;0.39;46;6240;60;36.8
766300.02;6284628.02;0.8;0.61;29;6400;48.1;50.4
766299.92;6284631.91;0.7;0.95;36;5600;58;44.8
766299.91;6284634.46;0.7;0.4;57;5600;70.3;28
766299.83;6284637.22;0.8;0.5;53;6400;71.5;31.2
