X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766314.52;6284534.49;0.19;0.15;27;1520;68.1
766314.5;6284532.04;0.12;0.15;39;960;79.4
766309.53;6284532.03;0.14;0.13;27;1120;65.3
766309.44;6284533.51;0.13;0.18;26;1040;64.2
766309.34;6284537.29;0.11;0.17;48;880;92.4
766309.27;6284539.65;0.1;0.09;54;800;100.4
766309.25;6284541.73;0.38;0.38;10;3040;61.2
766309.18;6284545.53;0.11;0.1;43;880;83.7
766309.11;6284548.24;0.19;0.07;46;1520;93.5
766309.03;6284551.79;0.15;0.13;28;1200;66.9
766308.95;6284554.17;0.12;0.11;37;960;76.2
766308.84;6284557.34;0.2;0.1;37;1600;80.9
766308.82;6284560.11;0.11;0.12;31;880;68.3
766308.75;6284562.84;0.13;0.17;49;1040;95.6
766308.65;6284565.58;0.12;0.13;44;960;86.4
766308.54;6284569.07;0.09;0.08;51;720;94.3
766308.48;6284571.97;0.16;0.12;47;1280;93.6
766308.43;6284574.5;0.14;0.08;29;1120;67
766308.36;6284576.9;0.15;0.09;29;1200;67.6
766308.32;6284581.07;0.15;0.11;26;1200;64.5
766308.22;6284583.01;0.1;0.07;16;800;51.7
766308.12;6284586.81;0.1;0.15;37;800;75.5
766308;6284589.57;0.08;0.15;27;640;62.5
766307.93;6284592.34;0.1;0.16;42;800;82.5
766307.88;6284595.86;0.09;0.11;52;720;96.5
766307.79;6284598.35;0.18;0.1;45;1440;91.6
766307.72;6284600.96;0.11;0.12;42;880;82.6
766307.6;6284604.53;0.11;0.09;49;880;92.7
766307.5;6284607.08;0.13;0.09;42;1040;83.5
766307.4;6284609.85;0.12;0.08;34;960;72
766307.33;6284612.76;0.2;0.08;44;1600;91.2
766307.28;6284615.55;0.12;0.1;52;960;98.6
766307.26;6284618.36;0.11;0.09;48;880;91.2
766307.16;6284621.46;0.13;0.09;45;1040;87.9
766307.09;6284624.01;0.12;0.12;44;960;86.1
766307.08;6284627.68;0.1;0.1;50;800;93.8
766307.03;6284630.07;0.1;0.12;43;800;83.3
766306.88;6284633.37;0.12;0.1;38;960;77.3
766306.89;6284636.6;0.08;0.11;43;640;82
766306.79;6284638.12;0.06;0.12;33;480;67.9
766304.34;6284640.34;0.21;0.14;47;1680;97.8
766301.84;6284637.06;0.12;0.1;41;960;81.5
766301.92;6284633.77;0.11;0.13;33;880;70.8
766302.03;6284631.39;0.14;0.15;34;1120;74
766302.06;6284628.57;0.12;0.08;17;960;53.6
766302.12;6284625.06;0.14;0.08;34;1120;73.1
766302.23;6284622.48;0.14;0.15;13;1120;51.4
766302.25;6284619.95;0.14;0.12;36;1120;76.2
766302.33;6284616.78;0.1;0.11;18;800;54
766302.46;6284613.33;0.12;0.08;17;960;53.6
766302.53;6284610.49;0.17;0.12;9;1360;48.8
766302.56;6284607.69;0.13;0.07;24;1040;60.8
766302.67;6284604.18;0.13;0.08;21;1040;57.9
766302.7;6284601.98;0.12;0.07;30;960;67
766302.74;6284598.92;0.15;0.14;31;1200;70.6
766302.84;6284596.04;0.14;0.09;21;1120;58.4
766302.91;6284592.87;0.11;0.14;34;880;72.2
766303.01;6284590.19;0.14;0.14;35;1120;75.1
766303.06;6284587.09;0.12;0.11;28;960;65.2
766303.12;6284584.27;0.15;0.1;16;1200;54.1
766303.17;6284581.53;0.17;0.12;34;1360;75.3
766303.2;6284578.25;0.15;0.09;37;1200;77.8
766303.36;6284575.14;0.17;0.09;25;1360;64.1
766303.43;6284572.62;0.17;0.07;18;1360;56.6
766303.5;6284569.59;0.04;0.19;6;320;42.4
766303.54;6284566.07;0.16;0.08;39;1280;80.9
766303.64;6284563.22;0.11;0.15;35;880;73.5
766303.75;6284559.76;0.24;0.11;19;1920;61.2
766303.87;6284557.61;0.17;0.1;38;1360;80.5
766303.92;6284554.72;0.18;0.13;26;1440;66.2
766304.06;6284551.43;0.17;0.13;37;1360;79.5
766304.14;6284549.28;0.17;0.14;25;1360;64.7
766304.16;6284546.04;0.15;0.07;40;1200;81.6
766304.2;6284542.72;0.14;0.09;38;1120;78.5
766304.27;6284539.68;0.15;0.06;9;1200;47.6
766304.4;6284536.63;0.19;0.16;17;1520;57.4
766304.51;6284533.21;0.15;0.23;24;1200;63.5
766304.53;6284531.44;0.19;0.21;20;1520;61
766299.42;6284532.33;0.19;0.06;25;1520;64.8
766299.44;6284534.47;0.13;0.06;33;1040;71
766299.32;6284538.05;0.08;0.05;31;640;65.8
766299.17;6284540.64;0.12;0.09;34;960;72.1
766299.19;6284543.08;0.12;0.1;46;960;89
766299.1;6284546.33;0.16;0.07;43;1280;86.6
766298.96;6284548.98;0.12;0.06;23;960;59.2
766298.87;6284552.11;0.15;0.08;37;1200;77.6
766298.75;6284555.55;0.1;0.11;40;800;79
766298.7;6284557.8;0.11;0.07;46;880;87.8
766298.61;6284560.65;0.13;0.07;52;1040;98.9
766298.54;6284563.89;0.13;0.09;38;1040;77.9
766298.56;6284567.22;0.12;0.16;31;960;69.2
766298.55;6284569.32;0.12;0.16;41;960;82.4
766298.49;6284572.3;0.13;0.14;45;1040;88.7
766298.39;6284575.16;0.13;0.1;43;1040;85
766298.33;6284578.29;0.1;0.11;44;800;84.6
766298.28;6284580.67;0.1;0.1;26;800;61.8
766298.2;6284583.81;0.12;0.15;31;960;69.1
766298.02;6284587.44;0.12;0.11;41;960;81.6
766297.96;6284589.75;0.1;0.14;38;800;76.7
766297.92;6284592.97;0.11;0.13;48;880;91.9
766297.84;6284595.57;0.11;0.14;54;880;102
766297.8;6284598.7;0.12;0.11;46;960;89.1
766297.71;6284601.73;0.14;0.08;36;1120;75.7
766297.6;6284604.38;0.08;0.09;39;640;76.2
766297.47;6284607.53;0.12;0.11;26;960;63
766297.47;6284609.98;0.11;0.27;24;880;62
766297.34;6284613.06;0.11;0.14;48;880;92
766297.15;6284616.15;0.13;0.11;48;1040;92.9
766297.1;6284619.31;0.12;0.16;52;960;99.7
766297.05;6284622.08;0.13;0.08;39;1040;79.1
766297.02;6284625.75;0.06;0.14;38;480;74.3
766296.94;6284627.03;0.14;0.14;38;1120;79.1
766296.9;6284632.12;0.12;0.13;38;960;77.8
766296.88;6284633.62;0.11;0.11;49;880;93.2
766296.76;6284636.91;0.12;0.4;50;960;100.3
766291.74;6284635.84;0.11;0.06;42;880;81.7
766291.85;6284633.98;0.11;0.08;46;880;87.9
766291.92;6284629.78;0.16;0.11;40;1280;82.8
766291.97;6284627.84;0.11;0.09;45;880;86.5
766292.03;6284624.49;0.11;0.09;40;880;79.3
766292.13;6284621.13;0.15;0.09;30;1200;68.8
766292.16;6284619.51;0.11;0.08;25;880;61.1
766292.24;6284615.34;0.18;0.09;37;1440;79.5
766292.33;6284612.41;0.11;0.07;52;880;97.5
766292.41;6284609.87;0.11;0.1;42;880;82.3
766292.47;6284606.77;0.1;0.1;41;800;80.3
766292.58;6284603.95;0.05;0.09;51;400;91.7
766292.67;6284600.97;0.11;0.09;51;880;96
766292.78;6284597.57;0.11;0.07;53;880;99.1
766292.81;6284594.48;0.19;0.06;44;1520;90
766292.83;6284591.97;0.13;0.08;52;1040;99.1
766292.89;6284589.06;0.14;0.09;54;1120;103.6
766292.99;6284585.98;0.18;0.08;50;1440;99.6
766293.03;6284583.46;0.14;0.07;47;1120;91.4
766293.13;6284580.41;0.15;0.09;51;1200;99.1
766293.12;6284577.86;0.11;0.08;46;880;87.9
766293.23;6284573.93;0.17;0.14;39;1360;82.4
766293.24;6284570.57;0.18;0.11;33;1440;74.5
766293.29;6284568.52;0.15;0.17;42;1200;86
766293.43;6284565.84;0.2;0.12;49;1600;100.1
766293.5;6284562.51;0.11;0.1;51;880;96.2
766293.55;6284559.29;0.13;0.07;46;1040;89.1
766293.62;6284556.29;0.19;0.07;44;1520;90.2
766293.72;6284552.81;0.13;0.07;48;1040;92.3
766293.79;6284550.71;0.2;0.07;49;1600;99.2
766293.83;6284547.55;0.12;0.07;46;960;88.4
766293.9;6284544.65;0.24;0.06;37;1920;83
766293.94;6284540.81;0.14;0.09;43;1120;85.6
766294;6284538.5;0.14;0.08;38;1120;78.4
766294.16;6284535.68;0.17;0.1;43;1360;87.8
766294.25;6284532.49;0.14;0.06;48;1120;92.9
766323.82;6284655.01;0.02;0.28;11;160;37.3
766323.95;6284651.36;0.07;0.22;17;560;52.8
766324;6284648.96;0.12;0.18;28;960;66
766324.08;6284646.17;0.14;0.16;23;1120;61.2
766324.16;6284642.48;0.07;0.63;21;560;60.6
766324.22;6284639.76;0.1;0.17;22;800;58.4
766324.29;6284637.55;0.11;0.19;13;880;50.6
766324.4;6284633.53;0.11;0.24;14;880;51.8
766324.46;6284630.39;0.17;0.23;26;1360;66.8
766324.51;6284627.69;0.13;0.15;20;1040;57.6
766324.62;6284624.33;0.09;0.2;24;720;60.3
766324.63;6284621.77;0.11;0.2;21;880;58.1
766324.74;6284619.03;0.13;0.16;25;1040;62.9
766324.8;6284616.52;0.13;0.11;21;1040;58.1
766324.86;6284613.06;0.19;0.12;19;1520;59
766324.95;6284610.34;0.12;0.08;34;960;72
766325.03;6284607.01;0.18;0.11;26;1440;66
766325.14;6284604.57;0.12;0.09;27;960;63.8
766325.16;6284601.77;0.18;0.1;30;1440;70.6
766325.26;6284599.52;0.11;0.2;21;880;58.1
766325.27;6284594.98;0.12;0.12;31;960;68.7
766325.36;6284592.33;0.19;0.11;21;1520;61
766325.46;6284589.27;0.13;0.11;18;1040;55.2
766325.57;6284586.14;0.13;0.13;24;1040;61.5
766325.67;6284584.39;0.08;0.12;30;640;65.5
766325.79;6284580.42;0.12;0.09;24;960;60.6
766325.78;6284577.14;0.12;0.13;22;960;59
766325.82;6284574.62;0.14;0.08;21;1120;58.3
766326.01;6284571.51;0.13;0.06;22;1040;58.7
766326.09;6284568.86;0.15;0.07;25;1200;62.9
766326.14;6284565.27;0.23;0.15;16;1840;58.1
766326.17;6284563.24;0.08;0.2;5;640;39.6
766326.27;6284556.36;0.17;0.05;18;1360;93.8
766326.34;6284552.54;0.13;0.12;3;1040;56.4
766326.41;6284550.87;0.16;0.09;23;1280;40.5
766326.44;6284547.99;0.17;0.1;23;1360;61.5
766326.59;6284545.06;0.15;0.09;26;1200;62
766326.71;6284542.36;0.17;0.13;29;1360;64.2
766326.84;6284539.44;0.16;0.13;26;1280;69.2
766326.94;6284535.59;0.17;0.04;31;1360;65.2
766326.91;6284532.86;0.17;0.23;31;1360;70.5
766323.67;6284531.61;0.21;0.18;34;1680;72.9
766321.96;6284532.89;0.23;0.12;28;1840;78.5
766321.8;6284536.29;0.22;0.09;29;1760;71.1
766321.7;6284539.16;0.17;0.06;29;1360;71.5
766321.6;6284541.9;0.2;0.09;21;1600;68.3
766321.56;6284544.78;0.12;0.1;27;960;61.2
766321.52;6284547.77;0.16;0.13;27;1280;63.9
766321.48;6284550.51;0.2;0.11;31;1600;66.3
766321.37;6284553.73;0.17;0.08;24;1360;73.1
766321.35;6284557.37;0.22;0.14;12;1760;62.9
766321.27;6284559.49;0.13;0.13;20;1040;53.7
766321.17;6284562.34;0.17;0.12;25;1360;57.4
766321.06;6284565.46;0.14;0.11;22;1120;64.5
766321.04;6284568.57;0.2;0.08;31;1600;59.7
766320.93;6284571.36;0.25;0.12;8;2000;72.7
766320.83;6284573.68;0.15;0.1;24;1200;51.1
766320.77;6284576.86;0.19;0.08;24;1520;62.1
766320.72;6284579.21;0.14;0.08;25;1120;63.9
766320.58;6284582.11;0.08;0.18;32;640;62.5
766320.54;6284585.79;0.17;0.1;23;1360;68.5
766320.5;6284588.61;0.13;0.14;27;1040;62
766320.44;6284591.54;0.13;0.14;32;1040;64.9
766320.33;6284594.38;0.2;0.09;26;1600;70.8
766320.28;6284597.05;0.16;0.2;16;1280;66.8
766320.24;6284600.18;0.16;0.14;28;1280;55.4
766320.19;6284603.09;0.23;0.17;26;1840;67.6
766320.07;6284606.11;0.2;0.12;29;1600;69.3
766320.01;6284609.29;0.14;0.14;27;1120;70.7
766319.94;6284611.7;0.19;0.09;32;1520;65.4
766319.88;6284615.17;0.08;0.16;29;640;73.5
766319.83;6284617.68;0.12;0.16;35;960;64.8
766319.75;6284620.77;0.17;0.19;20;1360;74.2
766319.66;6284623.68;0.14;0.13;22;1120;59.8
766319.57;6284626.93;0.2;0.18;14;1600;59.8
766319.51;6284630.09;0.15;0.16;24;1200;55.1
766319.46;6284632.48;0.15;0.17;25;1200;62.8
766319.37;6284635.21;0.16;0.15;25;1280;64
766319.39;6284638.29;0.15;0.39;16;1200;64.3
766319.35;6284640.16;0.09;0.42;20;720;56.8
766319.1;6284644.21;0.18;0.1;27;1440;58.4
766316.14;6284642.88;0.2;0.22;28;1600;67
766314.26;6284638.35;0.14;0.11;23;1120;70.7
766314.34;6284635.62;0.14;0.07;22;1120;60.7
766314.5;6284632.69;0.1;0.08;26;800;59.2
766314.44;6284628.51;0.09;1.02;34;720;61.7
766314.48;6284627.05;0.12;0.1;17;960;82.5
766314.69;6284622.88;0.15;0.04;4;1200;53.8
766314.73;6284620.34;0.16;0.14;12;1280;40.1
766314.77;6284617.82;0.15;0.07;16;1200;51.2
766314.84;6284614.93;0.11;0.07;25;880;53.8
766314.92;6284611.71;0.13;0.1;20;1040;61
766315.02;6284608.72;0.11;0.1;25;880;57.1
766315.07;6284605.63;0.12;0.09;22;960;61.3
766315.1;6284603.3;0.11;0.2;26;880;58.5
766315.14;6284599.95;0.16;0.12;10;1280;63.4
766315.18;6284597.97;0.13;0.12;16;1040;49.3
766315.35;6284593.39;0.11;0.13;26;880;53.4
766315.4;6284591.58;0.17;0.15;14;1360;62.7
766315.56;6284588.31;0.14;0.12;27;1120;53.5
766315.66;6284586.46;0.21;0.24;14;1680;65.2
766315.79;6284581.63;0.13;0.11;28;1040;39.4
766315.74;6284579.17;0.15;0.09;29;1200;65.7
766315.8;6284575.64;0.22;0.08;19;1760;67.6
766315.86;6284573.43;0.14;0.09;21;1120;60
766315.98;6284570.72;0.1;0.06;31;800;58.4
766316.04;6284567.9;0.15;0.1;22;1200;67
766316.09;6284565.02;0.13;0.11;15;1040;60
766316.27;6284561.01;0.13;0.12;34;1040;52.4
766316.28;6284559.03;0.17;0.15;28;1360;73
766316.4;6284555.86;0.23;0.18;34;1840;68.3
766316.46;6284552.45;0.28;0.14;14;2240;79.7
766316.49;6284550.01;0.14;0.13;26;1120;58.2
766316.63;6284546.93;0.18;0.09;26;1440;64.2
766316.74;6284543.78;0.14;0.08;31;1120;65.8
766316.85;6284541.12;0.2;0.12;23;1600;69.4
766316.93;6284538.69;0.16;0.18;25;1280;63.7
766317;6284535.61;0.11;0.26;27;880;64.6
766316.94;6284532.37;0.12;0.15;16;960;65.2
766312.05;6284531.16;0.22;0.08;26;1760;53.3
766311.9;6284534.48;0.17;0.22;16;1360;67.7
766311.85;6284536.71;0.23;0.09;30;1840;56.1
766311.79;6284539.72;0.18;0.24;22;1440;73.2
766311.71;6284542.71;0.22;0.09;32;1760;62.9
766311.68;6284545.09;0.22;0.07;38;1760;75.3
766311.61;6284548.22;0.16;0.11;34;1280;83.2
766311.53;6284550.86;0.19;0.23;20;1520;74.6
766311.44;6284554.17;0.18;0.08;28;1440;61.1
766311.36;6284557.27;0.15;0.09;26;1200;67.9
766311.33;6284560.06;0.16;0.07;25;1280;64.2
766311.24;6284563.18;0.15;0.07;27;1200;63.4
766311.11;6284566.15;0.15;0.06;22;1200;65.1
766311.04;6284568.91;0.18;0.07;27;1440;59.6
766310.98;6284571.81;0.2;0.06;25;1600;66.6
766310.92;6284574.54;0.15;0.1;28;1200;65.3
766310.84;6284577.94;0.17;0.07;17;1360;66.6
766310.79;6284580.58;0.21;0.12;17;1680;55.6
766310.72;6284583.52;0.14;0.08;25;1120;57.9
766310.63;6284586.7;0.15;0.06;22;1200;62.5
766310.53;6284589.2;0.17;0.11;29;1360;59.6
766310.42;6284592.76;0.23;0.06;22;1840;69
766310.41;6284595.07;0.17;0.07;31;1360;63.4
766310.31;6284598.11;0.19;0.1;28;1520;70.9
766310.22;6284601;0.16;0.09;27;1280;68.7
766310.14;6284604.04;0.16;0.12;28;1280;65.8
766310.03;6284606.73;0.22;0.08;25;1760;67.3
766309.9;6284610.04;0.16;0.07;26;1280;66.6
766309.83;6284612.66;0.18;0.09;23;1440;64.5
766309.79;6284615.3;0.22;0.07;19;1760;62.4
766309.76;6284618.44;0.16;0.08;26;1280;59.8
766309.67;6284620.76;0.19;0.22;6;1520;64.6
766309.59;6284623.94;0.18;0.08;21;1440;47.9
766309.58;6284627.02;0.18;0.15;31;1440;60.2
766309.53;6284630.12;0.17;0.08;29;1360;72.4
766309.38;6284633.21;0.17;0.08;25;1360;68.6
766309.39;6284636.53;0.21;0.06;27;1680;64
766309.27;6284639.22;0.15;0.09;28;1200;68.1
766309.24;6284641.08;0.23;0.12;26;1840;66.5
766304.35;6284636.54;0.16;0.24;18;1280;68.7
766304.4;6284634.25;0.17;0.26;24;1360;57.8
766304.47;6284631.38;0.15;0.1;13;1200;64.9
766304.58;6284628.09;0.14;0.31;17;1120;51.3
766304.62;6284625.25;0.19;0.22;19;1520;56.6
766304.68;6284622.91;0.17;0.21;20;1360;60
766304.76;6284619.15;0.1;0.21;31;800;60
766304.8;6284616.85;0.12;0.08;33;960;68.7
766304.93;6284614.34;0.12;0.14;26;960;70.7
766304.98;6284611.18;0.18;0.1;24;1440;63.3
766305.06;6284607.77;0.13;0.06;34;1040;63.6
766305.15;6284604.68;0.16;0.1;26;1280;72.3
766305.2;6284601.61;0.17;0.1;25;1360;64.8
766305.24;6284598.69;0.16;0.3;20;1280;64.2
766305.34;6284595.96;0.19;0.1;25;1520;60.5
766305.41;6284592.97;0.12;0.07;27;960;65.3
766305.48;6284590.65;0.17;0.09;23;1360;63.6
766305.56;6284586.84;0.15;0.09;25;1200;61.9
766305.63;6284584.44;0.14;0.18;22;1120;63.1
766305.67;6284581;0.18;0.08;23;1440;60.4
766305.68;6284578.6;0.15;0.1;33;1200;62.3
766305.84;6284575.23;0.17;0.1;29;1360;72.6
766305.91;6284572.61;0.13;0.12;23;1040;68.8
766305.99;6284569.68;0.14;0.11;25;1120;60.3
766306.02;6284566.21;0.16;0.07;25;1280;62.8
766306.09;6284563.9;0.14;0.11;25;1120;63.4
766306.25;6284560.57;0.21;0.09;25;1680;62.8
766306.35;6284557.79;0.22;0.14;18;1760;66.1
766306.46;6284554.63;0.18;0.12;26;1440;59.5
766306.56;6284551.77;0.16;0.07;28;1280;66.1
766306.64;6284548.67;0.15;0.09;26;1200;66.8
766306.64;6284546.13;0.18;0.06;26;1440;64.2
766306.71;6284542.18;0.34;0.14;16;2720;65.4
766306.77;6284539.77;0.17;0.21;29;1360;41.9
766306.89;6284536.4;0.24;0.18;24;1920;70.1
766306.98;6284533.89;0.15;0.18;23;1200;67.6
766305.83;6284531.02;0.2;0.13;32;1600;61.9
766301.93;6284531.75;0.26;0.08;27;2080;74.6
766301.93;6284534.6;0.19;0.13;24;1520;71
766301.81;6284537.6;0.2;0.16;28;1600;64.5
766301.68;6284540.67;0.21;0.12;26;1680;70
766301.67;6284543.33;0.2;0.14;29;1600;67.6
766301.6;6284546.33;0.18;0.1;35;1440;71
766301.45;6284549.18;0.17;0.08;34;1360;76.9
766301.39;6284551.94;0.2;0.1;33;1600;74.8
766301.31;6284554.97;0.18;0.13;26;1440;75.6
766301.2;6284557.7;0.17;0.13;28;1360;66.2
766301.13;6284560.95;0.17;0.13;29;1360;68
766301.04;6284563.8;0.16;0.1;28;1280;69.2
766301.04;6284566.26;0.2;0.07;20;1600;67.1
766301.09;6284570.13;0.18;0.15;18;1440;60
766301;6284572.39;0.18;0.07;23;1440;57.8
766300.88;6284575.53;0.18;0.11;19;1440;62.2
766300.84;6284578.39;0.17;0.12;19;1360;58.4
766300.79;6284580.94;0.19;0.14;30;1520;58.1
766300.71;6284583.61;0.17;0.11;26;1360;71.6
766300.58;6284586.82;0.15;0.09;27;1200;65.5
766300.47;6284589.92;0.17;0.11;33;1360;65.3
766300.42;6284592.74;0.22;0.11;25;1760;73.9
766300.36;6284595.74;0.25;0.22;17;2000;66.9
766300.31;6284598.74;0.18;0.14;23;1440;60.7
766300.23;6284601.51;0.4;0.25;17;3200;63
766300.1;6284604.4;0.15;0.1;16;1200;44.3
766300.03;6284607.41;0.18;0.09;26;1440;54.1
766299.96;6284610.24;0.18;0.07;32;1440;65.8
766299.84;6284613.32;0.18;0.17;13;1440;72.7
766299.65;6284615.5;0.18;0.09;10;1440;53.2
766299.63;6284619.19;0.2;0.06;26;1600;49.8
766299.55;6284622.02;0.19;0.3;24;1520;66.4
766299.52;6284625.44;0.2;0.26;21;1600;66.3
766299.46;6284627.53;0.17;0.32;10;1360;63
766299.46;6284631.11;0.2;0.19;31;1600;51.4
766299.36;6284633.89;0.15;0.19;22;1200;74.1
766299.27;6284636.79;0.17;0.28;22;1360;61
766294.25;6284635.99;0.11;0.37;23;880;62.9
766294.3;6284633.26;0.18;0.33;13;1440;62
766294.41;6284630.39;0.21;0.21;15;1680;54.7
766294.45;6284627.8;0.19;0.23;18;1520;56.8
